"Reporting Month;""Sales Month"";Platform;Country/Region;""Label Name"";""Artist Name"";""Release title"";""Track title"";UPC;ISRC;""Release Catalog nb"";""Release Type"";""Sales Type"";Quantity;""Client Payment Currency"";""Net Revenue"";Label_Rate",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;84;EUR;0.000329132160;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Nepal;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Creation;6;EUR;0.000137921819;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Hungary;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;2;EUR;0.003856637080;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;3;EUR;0.016821815773;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Ireland;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;1;EUR;0.007981200000;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Hungary;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.000564217382;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Norway;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;1;EUR;0.003045170971;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;""Music Release"";Creation;12;EUR;0.000517739432;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";France;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;2;EUR;0.004064609194;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Kingdom"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;5;EUR;0.002936495010;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""Saudi Arabia"";""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.000025988400;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Qatar;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.000275697130;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;3;EUR;0.016047615734;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Arif Chowdhury Prince"";""Tomay Vebe Vebe"";""Tomay Vebe Vebe"";7316470349895;HK-K97-22-02083;RMITACP01;""Music Release"";Creation;12;EUR;0.000517739432;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Saudi Arabia"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;49;EUR;0.038224356943;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Hong Kong"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;1;EUR;0.002503792852;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Mon jarai kathai kathai"";""Mon jarai kathai kathai"";3617666955628;DG-A0S-24-33927;RMITRC08;""Music Release"";Stream;2;EUR;0.000018871632;90.00"
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;50;EUR;0.000195912000;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;21;EUR;0.007715900520;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Max Mazed"";Prithibi;MARS;3618023107919;QZ-RP5-25-86526;RMITMAX01;""Music Release"";Stream;1;EUR;0.000003918240;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""69’s Love"," 69's Love"";""Oo Bondhu Bukachuda"";""Oo Bondhu Bukachuda"";3618023652327;ES-A01-24-74150;RMIT69SL01;""Music Release"";Stream;35;EUR;0.014454523531;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Oman;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.000606854264;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Creation;12;EUR;0.002318992214;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;6;EUR;0.049956689941;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";""United States"";""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;5;EUR;0.033776020271;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Arab Emirates"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;12;EUR;0.014245847976;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Germany;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.002549664153;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Italy;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Stream;4;EUR;0.000075806208;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""69’s Love"," 69's Love"";""Oo Bondhu Bukachuda"";""Oo Bondhu Bukachuda"";3618023652327;ES-A01-24-74150;RMIT69SL01;""Music Release"";Stream;5;EUR;0.000353277020;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;1;EUR;0.003684384995;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Kingdom"";""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";""Game of War"";3618023107933;QZ-NWY-21-52020;RMITMAX02;""Music Release"";Stream;1;EUR;0.002418761446;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;8;EUR;0.005381483282;90.00",
"01/11/2025;01/11/2025;""Apple Music"";""United States"";""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;2;EUR;0.009903707302;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Norway;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.004833355378;90.00",
"01/11/2025;01/10/2025;""UMA (Vkontakte)"";""Russian Federation"";""RoyalMotion IT"";""Max Mazed"";Prithibi;MERCURY;3618023107919;QZ-RP5-25-86530;RMITMAX01;""Music Release"";Stream;1;EUR;0.001846689539;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Malaysia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;3;EUR;0.000898580295;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Germany;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;1;EUR;0.006284227979;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.001120099734;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Korea"," Republic Of"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;1;EUR;0.004623056171;90.00"
"01/11/2025;01/11/2025;""Apple Music"";India;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;2;EUR;0.001725692742;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Germany;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;1;EUR;0.000036383832;90.00"
"01/11/2025;01/11/2025;""Apple Music"";Nigeria;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.000354696202;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Ekla Pakhi"";""Ekla Pakhi"";3617668678730;FR-10S-25-27118;RMITRB01;""Music Release"";Stream;2;EUR;0.000152595156;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Saudi Arabia"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;28;EUR;0.027608347634;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;1;EUR;0.001044494544;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Netherlands;""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";""Chasing Dreams"";3618023107933;QZ-NWY-21-45920;RMITMAX02;""Music Release"";Stream;1;EUR;0.015498430410;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Arif Chowdhury Prince"";""Tomay Vebe Vebe"";""Tomay Vebe Vebe"";7316470349895;HK-K97-22-02083;RMITACP01;""Music Release"";Stream;3;EUR;0.000028307448;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";""Ei Shob"";""Ei Shob"";3618023426096;QZ-NWU-22-02702;RMITAHS016;""Music Release"";Stream;7;EUR;0.000484225584;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Arab Emirates"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;9;EUR;0.003995684912;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.003408387010;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Mon jarai kathai kathai"";""Mon jarai kathai kathai"";3617666955628;DG-A0S-24-33927;RMITRC08;""Music Release"";Stream;12;EUR;0.000047018880;90.00"
"01/11/2025;01/11/2025;""YouTube UGC"";Bangladesh;""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;26;EUR;0.001424282635;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";""United States"";""RoyalMotion IT"";""Rajib Bhattacharjee"";""Ami Abar Shobuj Hobo"";""Ami Abar Shobuj Hobo"";3617669919528;FR-2X4-25-12222;RMITRB06;""Music Release"";Creation;6;EUR;0.007218051916;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Malaysia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;8;EUR;0.001035467371;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;""Music Release"";Creation;6;EUR;0.000251825603;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;3;EUR;0.010406094064;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Czech Republic"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;1;EUR;0.001490687969;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;69;EUR;0.004517585746;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Max Mazed"";Prithibi;EARTH;3618023107919;QZ-RP5-25-86527;RMITMAX01;""Music Release"";Stream;1;EUR;0.000003918240;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;1;EUR;0.001689939232;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Rajib Bhattacharjee"";""Bristi Namar Aage"";""Bristi Namar Aage"";3617668990641;FR-10S-25-50215;RMITRB04;""Music Release"";Stream;2;EUR;0.001144463666;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Qatar;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;12;EUR;0.003204177688;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;8;EUR;0.039001381854;90.00",
"01/11/2025;01/11/2025;""Apple Music"";""Saudi Arabia"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;2;EUR;0.006685207875;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Cyprus;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.000252294932;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Saudi Arabia"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;8;EUR;0.001409902298;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Germany;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.006284227979;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Malaysia;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;2;EUR;0.001005393852;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";""Saudi Arabia"";""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;1;EUR;0.001689293709;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;15;EUR;0.013077381441;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";""Ei Shob"";""Ei Shob"";3618023426096;QZ-NWU-22-02702;RMITAHS016;""Music Release"";Stream;2;EUR;0.000069565439;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;6;EUR;0.040253267258;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Max Mazed"";Prithibi;SATURN;3618023107919;QZ-RP5-25-86528;RMITMAX01;""Music Release"";Stream;1;EUR;0.000003918240;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Romania;""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";""Game of War"";3618023107933;QZ-NWY-21-52020;RMITMAX02;""Music Release"";Stream;1;EUR;0.000248447994;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Oman;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;13;EUR;0.001270771299;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Spain;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;1;EUR;0.000244280480;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Bristi Namar Aage"";""Bristi Namar Aage"";3617668990641;FR-10S-25-50215;RMITRB04;""Music Release"";Creation;5;EUR;0.001868168352;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;156;EUR;0.072559057877;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Sweden;""RoyalMotion IT"";""Ahmed Hasan Sunny"";""Ei Shob"";""Ei Shob"";3618023426096;QZ-NWU-22-02702;RMITAHS016;""Music Release"";Stream;2;EUR;0.016333994279;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Japan;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;1;EUR;0.001112085283;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";GRIT;3618023107933;QZ-NWY-21-46151;RMITMAX02;""Music Release"";Stream;1;EUR;0.004724646136;90.00",
"01/11/2025;01/11/2025;""YouTube Audio Tier"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.000999862385;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Singapore;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;4;EUR;0.002349837165;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;3;EUR;0.008093957002;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Australia;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;1;EUR;0.020217789512;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Hungary;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.002056270707;90.00",
