"Reporting Month;""Sales Month"";Platform;Country/Region;""Label Name"";""Artist Name"";""Release title"";""Track title"";UPC;ISRC;""Release Catalog nb"";""Release Type"";""Sales Type"";Quantity;""Client Payment Currency"";""Net Revenue"";Label_Rate",
"01/11/2025;01/10/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;""Music Release"";Stream;1;EUR;0.000009435816;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;19;EUR;0.014514906272;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Stream;10;EUR;0.000393349277;90.00",
"01/11/2025;01/11/2025;""Apple Music"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Mon jarai kathai kathai"";""Mon jarai kathai kathai"";3617666955628;DG-A0S-24-33927;RMITRC08;""Music Release"";Stream;1;EUR;0.000885498742;90.00"
"01/11/2025;01/10/2025;""Facebook / Instagram"";""Saudi Arabia"";""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;1;EUR;0.000025988400;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Malaysia;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Creation;5;EUR;0.000941483633;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Kuwait;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;1;EUR;0.000030866256;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Stream;4;EUR;0.002032309238;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Thailand;""RoyalMotion IT"";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;""Music Release"";Creation;6;EUR;0.000714609783;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Stream;57;EUR;0.000223339680;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;1;EUR;0.003537387499;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Singapore;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;3;EUR;0.000659108487;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Germany;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.005065884382;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Cyprus;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;1;EUR;0.000398157948;90.00",
"01/11/2025;01/11/2025;""YouTube Audio Tier"";Taiwan;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.000784115610;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United Kingdom"";""RoyalMotion IT"";""Rajib Bhattacharjee"";""Amari Mon"";""Amari Mon"";3617668990658;FR-10S-25-50218;RMITRB05;""Music Release"";Stream;2;EUR;0.000095797296;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Bangladesh;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;1;EUR;0.000629554243;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Sweden;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;2;EUR;0.016333994279;90.00",
"01/11/2025;01/11/2025;""Apple Music"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;4;EUR;0.014154424030;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;12;EUR;0.000047018880;90.00"
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United Kingdom"";""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;2;EUR;0.000095797296;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Arab Emirates"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy"";3618023588022;QZ-MER-22-66881;RMITAHS027;""Music Release"";Stream;2;EUR;0.000093608793;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Creation;6;EUR;0.000251825603;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;""Music Release"";Stream;51;EUR;0.000199830240;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United Kingdom"";""RoyalMotion IT"";""Max Mazed"";Prithibi;SATURN;3618023107919;QZ-RP5-25-86528;RMITMAX01;""Music Release"";Stream;2;EUR;0.000095797296;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Romania;""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";""Echoes For the Sleepless"";3618023107933;DG-A06-25-84150;RMITMAX02;""Music Release"";Stream;2;EUR;0.001671173415;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;3;EUR;0.004870047704;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Qatar;""RoyalMotion IT"";""Ahmed Hasan Sunny"";""Ei Shob"";""Ei Shob"";3618023426096;QZ-NWU-22-02702;RMITAHS016;""Music Release"";Stream;1;EUR;0.000360268674;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;2;EUR;0.005642540545;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;1;EUR;0.000009435816;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;5;EUR;0.002824859349;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Philippines;""RoyalMotion IT"";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;""Music Release"";Creation;6;EUR;0.000376524762;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Max Mazed"";Prithibi;MERCURY;3618023107919;QZ-RP5-25-86530;RMITMAX01;""Music Release"";Stream;1;EUR;0.000003918240;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Turkey;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;2;EUR;0.001951659554;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United Kingdom"";""RoyalMotion IT"";""Max Mazed"";Prithibi;MERCURY;3618023107919;QZ-RP5-25-86530;RMITMAX01;""Music Release"";Stream;2;EUR;0.000095797296;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;666;EUR;0.038193746562;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;2;EUR;0.004158541531;90.00",
"01/11/2025;01/11/2025;""Apple Music"";""United Kingdom"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.002203736539;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;4;EUR;0.010219011120;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Qatar;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;1;EUR;0.000325707306;90.00"
"01/11/2025;01/09/2025;""Facebook / Instagram"";Indonesia;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Creation;6;EUR;0.000466907006;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Qatar;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;6;EUR;0.003097425194;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Japan;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;1;EUR;0.000399119683;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Australia;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;1;EUR;0.003334233630;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Netherlands;""RoyalMotion IT"";""69’s Love"," 69's Love"";""Oo Bondhu Bukachuda"";""Oo Bondhu Bukachuda"";3618023652327;ES-A01-24-74150;RMIT69SL01;""Music Release"";Stream;1;EUR;0.003859118660;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;13;EUR;0.006605254358;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Arif Chowdhury Prince"";""Tomay Vebe Vebe"";""Tomay Vebe Vebe"";7316470349895;HK-K97-22-02083;RMITACP01;""Music Release"";Stream;60;EUR;0.000235094400;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Australia;""RoyalMotion IT"";Tritio;Anurukti;Anurukti;3617668138852;DG-A0T-24-45602;RMITTI01;""Music Release"";Stream;1;EUR;0.000101154960;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Creation;36;EUR;0.001553218297;90.00",
"01/11/2025;01/11/2025;""Apple Music"";India;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Tumi Ki Jante"";3618023588022;QZ-MER-22-66880;RMITAHS027;""Music Release"";Stream;2;EUR;0.001037816409;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Indonesia;""RoyalMotion IT"";Dorshon;Jontrona;Jontrona;3617667140993;DG-A0S-24-49593;RMITDS02;""Music Release"";Stream;1;EUR;0.000006077304;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Bangladesh;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Mon jarai kathai kathai"";""Mon jarai kathai kathai"";3617666955628;DG-A0S-24-33927;RMITRC08;""Music Release"";Stream;2;EUR;0.000061367800;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Kingdom"";""RoyalMotion IT"";""69’s Love"," 69's Love"";""Oo Bondhu Bukachuda"";""Oo Bondhu Bukachuda"";3618023652327;ES-A01-24-74150;RMIT69SL01;""Music Release"";Stream;1;EUR;0.003967153465;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Bangladesh;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;32;EUR;0.035261396050;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;""Music Release"";Creation;29;EUR;0.001251203629;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Italy;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""E Hridoy 2"";3618023588022;QZ-MER-22-66882;RMITAHS027;""Music Release"";Stream;3;EUR;0.002263922244;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Kuwait;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;5;EUR;0.000036545899;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Kingdom"";""RoyalMotion IT"";""Max Mazed"";""Echoes For the Sleepless"";""Echoes For the Sleepless"";3618023107933;DG-A06-25-84150;RMITMAX02;""Music Release"";Stream;3;EUR;0.007319117637;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Arif Chowdhury Prince"";""Prothom Dekha"";""Prothom Dekha"";7316470718929;HK-K97-22-20677;RMITACP02;""Music Release"";Creation;12;EUR;0.000517739432;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Japan;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;3;EUR;0.011155385554;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Turkey;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;2;EUR;0.000547226744;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Bangladesh;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;94;EUR;0.006041769603;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";Malaysia;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Ami Abar Shobuj Hobo"";""Ami Abar Shobuj Hobo"";3617669919528;FR-2X4-25-12222;RMITRB06;""Music Release"";Stream;3;EUR;0.000418033787;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";Switzerland;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.003566965190;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Sweden;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.000039182544;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";""United States"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";""Ei Shob"";""Ei Shob"";3618023426096;QZ-NWU-22-02702;RMITAHS016;""Music Release"";Stream;1;EUR;0.000598412374;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";""Saudi Arabia"";""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;4;EUR;0.002329228575;90.00",
"01/11/2025;01/10/2025;""Amazon Music Streaming"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;2;EUR;0.000859515566;90.00"
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United States"";""RoyalMotion IT"";""Rajib Bhattacharjee"";""Nodi Tumi Apon Mone"";""Nodi Tumi Apon Mone"";3617668678907;FR-10S-25-27145;RMITRB02;""Music Release"";Stream;1;EUR;0.000079964424;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Nodi Tumi Apon Mone"";""Nodi Tumi Apon Mone"";3617668678907;FR-10S-25-27145;RMITRB02;""Music Release"";Creation;6;EUR;0.002067166611;90.00",
"01/11/2025;01/09/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;""Mrittu Chithi"";""Mrittu Chithi"";3617666802847;DG-A0S-24-21038;RMITDS01;""Music Release"";Creation;41;EUR;0.003751875366;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Canada;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ke Ar Bajate Pare"";3618023588022;QZ-MER-22-66886;RMITAHS027;""Music Release"";Stream;1;EUR;0.001557290547;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""Saudi Arabia"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Ek Din Ek Raat"";3618023588022;QZ-MER-22-66884;RMITAHS027;""Music Release"";Stream;1;EUR;0.000484393445;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";India;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;5;EUR;0.000047179080;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";India;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Bristi Namar Aage"";""Bristi Namar Aage"";3617668990641;FR-10S-25-50215;RMITRB04;""Music Release"";Stream;1;EUR;0.000153236312;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";Dorshon;Shomoy;Shomoy;5063585887249;GX-5MY-24-59870;RMITDS03;""Music Release"";Stream;4;EUR;0.000015672960;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United States"";""RoyalMotion IT"";""Rajib Bhattacharjee"";""Ami Abar Shobuj Hobo"";""Ami Abar Shobuj Hobo"";3617669919528;FR-2X4-25-12222;RMITRB06;""Music Release"";Stream;4;EUR;0.019324445324;90.00",
"01/11/2025;01/11/2025;""Apple Music"";Belgium;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;3;EUR;0.006184080000;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""United Arab Emirates"";""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.000047498832;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";India;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Stream;36;EUR;0.011341135809;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";Bangladesh;""RoyalMotion IT"";""Rajib Bhattacharjee"";""Amari Mon"";""Amari Mon"";3617668990658;FR-10S-25-50218;RMITRB05;""Music Release"";Stream;7;EUR;0.000027427680;90.00",
"01/11/2025;01/10/2025;""Facebook / Instagram"";""Saudi Arabia"";""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;1;EUR;0.000025988400;90.00"
"01/11/2025;01/11/2025;""YouTube Official Content"";Hungary;""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Shohorer Gaan"";3618023588022;QZ-MER-22-66883;RMITAHS027;""Music Release"";Stream;1;EUR;0.002191151025;90.00",
"01/11/2025;01/11/2025;""YouTube Official Content"";""United Kingdom"";""RoyalMotion IT"";""Ahmed Hasan Sunny"";Muktanchol;""Local Premer Gaan"";3618023588022;QZ-MER-22-66885;RMITAHS027;""Music Release"";Stream;6;EUR;0.042027568743;90.00",
"01/11/2025;01/09/2025;TikTok;Bangladesh;""RoyalMotion IT"";""Purnoy Hoq"";""Pera Nai Chill 2"";""Pera Nai Chill 2"";3617668323364;QZ-TAS-24-88692;RMITPQ01;""Music Release"";Creation;3;EUR;0.002790229009;90.00",
"01/11/2025;01/11/2025;""YouTube UGC"";India;""RoyalMotion IT"";""Ranjan Chowdhury"," Subhamita Banerjee"";""Bolo To Tumi"";""Bolo To Tumi"";3617668545759;FR-10S-25-17317;RMITRC12;""Music Release"";Stream;2;EUR;0.000982495418;90.00"
"01/11/2025;01/11/2025;""YouTube UGC"";Brazil;""RoyalMotion IT"";""Band Chandrarango"";""Tomar Kolpona"";""Tomar Kolpona তোমার কল্পনা"";3617666130186;DG-A0R-24-49372;;""Music Release"";Stream;1;EUR;0.000497964584;90.00",
